Latitude (decimal degrees):	45.044
Longitude (decimal degrees):	7.639
Elevation (m):	257
Radiation database:	PVGIS-ERA5


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	83.2
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180115:1430,7938.72,50.78,70.65,2.31,13.17,4.9,1.03,0.0
20180115:1530,416.25,0.0,14.79,0.44,5.48,4.59,1.03,0.0
20180115:1630,0.0,0.0,0.0,0.0,-3.5,4.13,0.9,0.0
20180115:1730,0.0,0.0,0.0,0.0,0.0,3.38,0.83,0.0
20180115:1830,0.0,0.0,0.0,0.0,0.0,3.06,0.76,0.0
20180115:1930,0.0,0.0,0.0,0.0,0.0,2.33,1.24,0.0
20180115:2030,0.0,0.0,0.0,0.0,0.0,2.27,1.24,0.0
20180115:2130,0.0,0.0,0.0,0.0,0.0,2.34,1.03,0.0
20180115:2230,0.0,0.0,0.0,0.0,0.0,2.18,0.9,0.0
20180115:2330,0.0,0.0,0.0,0.0,0.0,2.02,0.9,0.0
20180116:0030,0.0,0.0,0.0,0.0,0.0,1.94,0.9,0.0
20180116:0130,0.0,0.0,0.0,0.0,0.0,1.88,0.9,0.0
20180116:0230,0.0,0.0,0.0,0.0,0.0,1.75,1.03,0.0
20180116:0330,0.0,0.0,0.0,0.0,0.0,1.59,1.03,0.0
20180116:0430,0.0,0.0,0.0,0.0,0.0,1.68,0.97,0.0
20180116:0530,0.0,0.0,0.0,0.0,0.0,1.61,0.97,0.0
20180116:0630,0.0,0.0,0.0,0.0,0.0,1.23,0.97,0.0
20180116:0730,4887.61,62.58,19.23,0.61,3.13,-0.1,1.1,0.0
20180116:0830,16634.18,155.92,75.35,2.7,11.25,0.24,0.97,0.0
20180116:0930,25020.79,225.12,115.69,4.62,17.77,1.72,1.1,0.0
20180116:1030,35288.01,304.59,176.64,6.94,22.17,2.52,1.31,0.0
20180116:1130,35632.66,311.83,176.3,7.22,23.98,3.74,1.38,0.0
20180116:1230,49324.79,524.94,164.43,8.78,22.99,4.53,1.45,0.0
20180116:1330,41379.41,443.36,132.67,7.03,19.32,5.84,1.45,0.0
20180116:1430,30417.88,314.07,110.01,4.72,13.38,6.46,1.66,0.0
20180116:1530,12531.62,140.6,47.77,1.59,5.67,6.08,1.66,0.0
20180116:1630,0.0,0.0,0.0,0.0,-3.3,4.91,1.38,0.0
20180116:1730,0.0,0.0,0.0,0.0,0.0,3.71,0.97,0.0
20180116:1830,0.0,0.0,0.0,0.0,0.0,4.09,0.83,0.0
20180116:1930,0.0,0.0,0.0,0.0,0.0,4.06,0.83,0.0
20180116:2030,0.0,0.0,0.0,0.0,0.0,3.86,0.76,0.0
20180116:2130,0.0,0.0,0.0,0.0,0.0,3.87,0.48,0.0
20180116:2230,0.0,0.0,0.0,0.0,0.0,3.62,0.41,0.0
20180116:2330,0.0,0.0,0.0,0.0,0.0,3.65,0.07,0.0
20180117:0030,0.0,0.0,0.0,0.0,0.0,3.56,0.14,0.0
20180117:0130,0.0,0.0,0.0,0.0,0.0,3.03,0.07,0.0
20180117:0230,0.0,0.0,0.0,0.0,0.0,3.27,0.69,0.0
20180117:0330,0.0,0.0,0.0,0.0,0.0,1.64,1.17,0.0
20180117:0430,0.0,0.0,0.0,0.0,0.0,2.26,0.55,0.0
20180117:0530,0.0,0.0,0.0,0.0,0.0,0.06,1.24,0.0
20180117:0630,0.0,0.0,0.0,0.0,0.0,-0.59,1.86,0.0
20180117:0730,8046.94,99.59,25.62,0.79,3.23,1.11,1.03,0.0
20180117:0830,22743.07,213.67,98.79,3.42,11.38,1.49,1.31,0.0
20180117:0930,39796.83,399.84,151.0,6.55,17.92,4.29,1.24,0.0
20180117:1030,36835.63,356.42,155.33,6.95,22.34,7.86,2.07,0.0
20180117:1130,46704.08,495.31,156.48,8.49,24.17,8.73,3.03,0.0
20180117:1230,41679.11,434.52,143.82,7.63,23.19,9.06,3.31,0.0
20180117:1330,41662.46,440.91,139.99,7.18,19.53,9.21,3.1,0.0
20180117:1430,30913.22,323.44,108.82,4.81,13.58,9.04,3.03,0.0
20180117:1530,14899.25,164.61,57.13,1.78,5.88,8.03,2.62,0.0
20180117:1630,0.0,0.0,0.0,0.0,-3.11,6.41,2.41,0.0
20180117:1730,0.0,0.0,0.0,0.0,0.0,4.39,2.34,0.0
20180117:1830,0.0,0.0,0.0,0.0,0.0,2.34,2.28,0.0
20180117:1930,0.0,0.0,0.0,0.0,0.0,5.58,1.24,0.0
20180117:2030,0.0,0.0,0.0,0.0,0.0,3.91,1.52,0.0
20180117:2130,0.0,0.0,0.0,0.0,0.0,1.11,2.0,0.0
20180117:2230,0.0,0.0,0.0,0.0,0.0,0.19,1.93,0.0
20180117:2330,0.0,0.0,0.0,0.0,0.0,-0.04,1.59,0.0
20180118:0030,0.0,0.0,0.0,0.0,0.0,-0.98,1.59,0.0
20180118:0130,0.0,0.0,0.0,0.0,0.0,-1.69,1.66,0.0
20180118:0230,0.0,0.0,0.0,0.0,0.0,-1.81,1.66,0.0
20180118:0330,0.0,0.0,0.0,0.0,0.0,-1.69,1.66,0.0
20180118:0430,0.0,0.0,0.0,0.0,0.0,-1.65,1.66,0.0
20180118:0530,0.0,0.0,0.0,0.0,0.0,-0.15,1.24,0.0
20180118:0630,0.0,0.0,0.0,0.0,0.0,1.22,0.55,0.0
20180118:0730,12645.68,159.46,27.69,0.95,3.34,0.73,0.55,0.0
20180118:0830,27720.59,289.4,90.73,3.72,11.51,0.88,0.55,0.0
20180118:0930,43204.25,468.74,129.69,6.78,18.07,1.61,0.48,0.0
20180118:1030,50327.95,587.95,122.12,8.51,22.51,4.61,0.9,0.0
20180118:1130,52097.85,584.49,152.24,9.32,24.37,5.62,1.31,0.0
20180118:1230,56657.45,688.17,124.61,9.87,23.4,6.32,1.24,0.0
20180118:1330,48134.32,568.07,115.36,8.01,19.74,6.89,1.1,0.0
20180118:1430,34335.63,385.8,96.17,5.14,13.8,7.03,1.24,0.0
20180118:1530,15852.46,180.97,53.52,1.83,6.08,6.48,1.1,0.0
20180118:1630,0.0,0.0,0.0,0.0,-2.91,4.44,1.03,0.0
20180118:1730,0.0,0.0,0.0,0.0,0.0,3.91,0.97,0.0
20180118:1830,0.0,0.0,0.0,0.0,0.0,3.47,0.69,0.0
20180118:1930,0.0,0.0,0.0,0.0,0.0,4.58,0.48,0.0
20180118:2030,0.0,0.0,0.0,0.0,0.0,3.81,0.69,0.0
20180118:2130,0.0,0.0,0.0,0.0,0.0,3.35,0.41,0.0
20180118:2230,0.0,0.0,0.0,0.0,0.0,2.71,0.28,0.0
20180118:2330,0.0,0.0,0.0,0.0,0.0,2.2,0.21,0.0
20180119:0030,0.0,0.0,0.0,0.0,0.0,1.61,0.41,0.0
20180119:0130,0.0,0.0,0.0,0.0,0.0,1.16,0.48,0.0
20180119:0230,0.0,0.0,0.0,0.0,0.0,0.87,0.55,0.0
20180119:0330,0.0,0.0,0.0,0.0,0.0,0.79,0.55,0.0
20180119:0430,0.0,0.0,0.0,0.0,0.0,0.82,0.55,0.0
20180119:0530,0.0,0.0,0.0,0.0,0.0,0.84,0.69,0.0
20180119:0630,0.0,0.0,0.0,0.0,0.0,0.72,0.69,0.0
20180119:0730,11993.0,153.69,25.62,0.92,3.45,1.8,0.41,0.0
20180119:0830,30695.11,343.27,81.01,3.94,11.64,2.14,0.34,0.0
20180119:0930,44498.79,518.75,110.4,6.95,18.23,3.88,0.07,0.0
20180119:1030,54789.32,680.63,121.99,9.48,22.7,6.8,0.21,0.0
20180119:1130,57188.59,711.12,141.05,10.48,24.57,9.25,0.34,0.0
20180119:1230,55332.11,700.59,128.29,10.12,23.62,11.13,0.34,0.0
20180119:1330,46804.82,572.84,115.77,8.13,19.96,12.09,0.48,0.0
20180119:1430,32242.72,376.59,89.73,5.02,14.01,11.9,0.48,0.0
20180119:1530,13932.72,161.68,51.66,1.78,6.29,11.62,0.34,0.0
20180119:1630,0.0,0.0,0.0,0.0,-2.7,11.15,0.48,0.0
20180119:1730,0.0,0.0,0.0,0.0,0.0,10.04,0.69,0.0
20180119:1830,0.0,0.0,0.0,0.0,0.0,8.87,0.76,0.0
20180119:1930,0.0,0.0,0.0,0.0,0.0,6.59,1.59,0.0
20180119:2030,0.0,0.0,0.0,0.0,0.0,3.04,1.79,0.0
20180119:2130,0.0,0.0,0.0,0.0,0.0,1.34,1.86,0.0
20180119:2230,0.0,0.0,0.0,0.0,0.0,0.84,1.72,0.0
20180119:2330,0.0,0.0,0.0,0.0,0.0,0.22,1.72,0.0
20180120:0030,0.0,0.0,0.0,0.0,0.0,-0.32,1.72,0.0
20180120:0130,0.0,0.0,0.0,0.0,0.0,-0.69,1.72,0.0
20180120:0230,0.0,0.0,0.0,0.0,0.0,-1.07,1.79,0.0
20180120:0330,0.0,0.0,0.0,0.0,0.0,-1.6,1.93,0.0
20180120:0430,0.0,0.0,0.0,0.0,0.0,-2.06,2.0,0.0
20180120:0530,0.0,0.0,0.0,0.0,0.0,-2.31,2.0,0.0
20180120:0630,0.0,0.0,0.0,0.0,0.0,-2.35,1.93,0.0
20180120:0730,1351.15,5.39,24.72,0.73,3.57,-1.08,1.59,0.0
20180120:0830,11356.13,64.81,97.69,2.94,11.79,-0.57,1.59,0.0
20180120:0930,22165.31,143.31,160.8,5.23,18.4,1.88,1.1,0.0
20180120:1030,30663.47,229.58,194.75,6.92,22.89,4.72,0.76,0.0
20180120:1130,26389.42,159.61,210.8,7.02,24.78,6.29,0.14,0.0
20180120:1230,21940.54,117.84,191.62,6.26,23.84,7.15,0.48,0.0
20180120:1330,16454.36,75.52,159.81,5.05,20.19,7.38,0.97,0.0
20180120:1430,5546.95,8.43,81.99,2.46,14.23,7.15,1.31,0.0
20180120:1530,1778.22,10.62,27.03,0.82,6.51,6.13,1.24,0.0
20180120:1630,0.0,0.0,0.0,0.0,-2.5,3.96,1.45,0.0
20180120:1730,0.0,0.0,0.0,0.0,0.0,2.44,1.24,0.0
20180120:1830,0.0,0.0,0.0,0.0,0.0,2.41,0.97,0.0
20180120:1930,0.0,0.0,0.0,0.0,0.0,4.13,0.83,0.0
20180120:2030,0.0,0.0,0.0,0.0,0.0,3.49,0.97,0.0
20180120:2130,0.0,0.0,0.0,0.0,0.0,2.89,0.9,0.0
20180120:2230,0.0,0.0,0.0,0.0,0.0,2.15,0.9,0.0
20180120:2330,0.0,0.0,0.0,0.0,0.0,0.89,1.17,0.0
20180121:0030,0.0,0.0,0.0,0.0,0.0,1.54,0.9,0.0
20180121:0130,0.0,0.0,0.0,0.0,0.0,1.48,0.55,0.0
20180121:0230,0.0,0.0,0.0,0.0,0.0,1.11,0.28,0.0
20180121:0330,0.0,0.0,0.0,0.0,0.0,0.82,0.14,0.0
20180121:0430,0.0,0.0,0.0,0.0,0.0,0.92,0.14,0.0
20180121:0530,0.0,0.0,0.0,0.0,0.0,1.29,0.14,0.0
20180121:0630,0.0,0.0,0.0,0.0,0.0,1.87,0.41,0.0
20180121:0730,6973.85,82.2,28.88,0.88,3.7,2.02,0.48,0.0
20180121:0830,20293.02,180.29,102.64,3.45,11.93,2.58,0.41,0.0
20180121:0930,32582.38,279.94,169.48,6.21,18.57,3.62,0.76,0.0
20180121:1030,48936.02,509.46,187.37,9.02,23.09,6.66,0.97,0.0
20180121:1130,54239.04,613.36,176.6,10.18,25.0,8.7,0.9,0.0
20180121:1230,47659.79,513.37,175.94,9.15,24.07,10.05,0.9,0.0
20180121:1330,41828.13,455.04,146.91,7.65,20.42,10.9,0.9,0.0
20180121:1430,28112.69,282.11,120.47,4.93,14.46,11.14,0.97,0.0
20180121:1530,11958.03,123.04,60.08,1.86,6.72,10.18,1.1,0.0
20180121:1630,0.0,0.0,0.0,0.0,-2.29,7.79,1.31,0.0
20180121:1730,0.0,0.0,0.0,0.0,0.0,6.16,1.24,0.0
20180121:1830,0.0,0.0,0.0,0.0,0.0,6.6,0.83,0.0
20180121:1930,0.0,0.0,0.0,0.0,0.0,7.4,1.1,0.0
20180121:2030,0.0,0.0,0.0,0.0,0.0,6.01,1.24,0.0
20180121:2130,0.0,0.0,0.0,0.0,0.0,5.65,1.1,0.0
20180121:2230,0.0,0.0,0.0,0.0,0.0,4.44,1.17,0.0
20180121:2330,0.0,0.0,0.0,0.0,0.0,4.29,1.1,0.0
20180122:0030,0.0,0.0,0.0,0.0,0.0,4.07,0.97,0.0
20180122:0130,0.0,0.0,0.0,0.0,0.0,3.73,1.03,0.0
20180122:0230,0.0,0.0,0.0,0.0,0.0,2.66,1.1,0.0
20180122:0330,0.0,0.0,0.0,0.0,0.0,1.79,1.17,0.0
20180122:0430,0.0,0.0,0.0,0.0,0.0,0.63,1.52,0.0
20180122:0530,0.0,0.0,0.0,0.0,0.0,0.84,1.24,0.0
20180122:0630,0.0,0.0,0.0,0.0,0.0,0.92,0.97,0.0
20180122:0730,9319.84,117.8,25.66,0.9,3.83,2.68,0.69,0.0
20180122:0830,27484.16,287.4,91.92,3.88,12.09,2.2,0.48,0.0
20180122:0930,38225.07,406.98,122.24,6.34,18.75,2.76,0.34,0.0
20180122:1030,45168.95,498.83,137.26,8.11,23.29,4.31,0.34,0.0
20180122:1130,57758.02,711.16,125.42,10.43,25.22,5.04,0.55,0.0
20180122:1230,56460.98,680.23,132.35,10.17,24.3,6.28,1.03,0.0
20180122:1330,50191.42,596.62,116.48,8.58,20.65,6.97,1.31,0.0
20180122:1430,35223.08,391.55,101.04,5.5,14.69,7.12,1.66,0.0
20180122:1530,15859.96,174.14,59.21,2.08,6.94,6.57,1.66,0.0
20180122:1630,0.0,0.0,0.0,0.0,-2.08,5.53,1.24,0.0
20180122:1730,0.0,0.0,0.0,0.0,0.0,3.82,0.9,0.0
20180122:1830,0.0,0.0,0.0,0.0,0.0,3.47,0.76,0.0
20180122:1930,0.0,0.0,0.0,0.0,0.0,3.39,0.9,0.0
20180122:2030,0.0,0.0,0.0,0.0,0.0,2.73,0.9,0.0
20180122:2130,0.0,0.0,0.0,0.0,0.0,2.3,0.55,0.0
20180122:2230,0.0,0.0,0.0,0.0,0.0,1.84,0.69,0.0
20180122:2330,0.0,0.0,0.0,0.0,0.0,1.69,0.97,0.0
20180123:0030,0.0,0.0,0.0,0.0,0.0,2.0,0.83,0.0
20180123:0130,0.0,0.0,0.0,0.0,0.0,1.51,0.62,0.0
20180123:0230,0.0,0.0,0.0,0.0,0.0,1.14,0.48,0.0
20180123:0330,0.0,0.0,0.0,0.0,0.0,0.86,0.55,0.0
20180123:0430,0.0,0.0,0.0,0.0,0.0,0.51,0.83,0.0
20180123:0530,0.0,0.0,0.0,0.0,0.0,0.73,0.83,0.0
20180123:0630,0.0,0.0,0.0,0.0,0.0,1.39,0.76,0.0
20180123:0730,13387.43,165.62,33.02,1.15,3.97,2.56,0.41,0.0
20180123:0830,33091.88,365.09,94.14,4.45,12.25,2.82,0.41,0.0
20180123:0930,49406.38,591.16,108.18,7.8,18.94,3.97,0.55,0.0
20180123:1030,55657.62,691.08,126.51,9.91,23.5,8.13,0.48,0.0
20180123:1130,57458.32,718.5,136.6,10.76,25.45,10.24,0.62,0.0
20180123:1230,54751.86,677.18,134.75,10.25,24.54,11.43,0.76,0.0
20180123:1330,47479.97,574.86,120.26,8.49,20.89,11.94,0.76,0.0
20180123:1430,34319.81,396.36,99.98,5.59,14.92,11.95,0.62,0.0
20180123:1530,16548.44,189.48,59.52,2.21,7.17,11.37,0.69,0.0
20180123:1630,0.0,0.0,0.0,0.0,-1.86,9.31,1.17,0.0
20180123:1730,0.0,0.0,0.0,0.0,0.0,7.06,1.45,0.0
20180123:1830,0.0,0.0,0.0,0.0,0.0,5.6,1.45,0.0
20180123:1930,0.0,0.0,0.0,0.0,0.0,3.94,1.72,0.0
20180123:2030,0.0,0.0,0.0,0.0,0.0,3.64,1.52,0.0
20180123:2130,0.0,0.0,0.0,0.0,0.0,3.81,1.31,0.0
20180123:2230,0.0,0.0,0.0,0.0,0.0,4.26,1.1,0.0
20180123:2330,0.0,0.0,0.0,0.0,0.0,3.99,0.97,0.0
20180124:0030,0.0,0.0,0.0,0.0,0.0,3.76,0.9,0.0
20180124:0130,0.0,0.0,0.0,0.0,0.0,3.72,0.76,0.0
20180124:0230,0.0,0.0,0.0,0.0,0.0,3.63,0.69,0.0
20180124:0330,0.0,0.0,0.0,0.0,0.0,3.53,0.69,0.0
20180124:0430,0.0,0.0,0.0,0.0,0.0,3.45,0.69,0.0
20180124:0530,0.0,0.0,0.0,0.0,0.0,3.44,0.62,0.0
20180124:0630,0.0,0.0,0.0,0.0,0.0,3.3,0.55,0.0
20180124:0730,8255.9,102.45,26.78,0.92,4.12,2.9,0.14,0.0
20180124:0830,26140.5,268.7,94.23,3.88,12.42,2.89,0.21,0.0
20180124:0930,40785.01,444.33,128.82,6.87,19.13,4.04,0.07,0.0
20180124:1030,46553.4,525.72,136.41,8.47,23.72,5.71,0.34,0.0
20180124:1130,54023.42,638.81,144.51,10.1,25.69,6.64,0.48,0.0
20180124:1230,52043.74,621.63,131.8,9.68,24.79,7.55,0.55,0.0
20180124:1330,44444.68,513.39,120.88,7.95,21.14,8.07,0.69,0.0
20180124:1430,31634.17,345.46,101.92,5.26,15.16,8.21,0.76,0.0
20180124:1530,15407.08,173.48,55.54,2.12,7.4,7.82,0.76,0.0
20180124:1630,0.0,0.0,0.0,0.0,-1.65,7.02,0.48,0.0
20180124:1730,0.0,0.0,0.0,0.0,0.0,6.23,0.34,0.0
20180124:1830,0.0,0.0,0.0,0.0,0.0,5.76,0.34,0.0
20180124:1930,0.0,0.0,0.0,0.0,0.0,4.48,0.76,0.0
20180124:2030,0.0,0.0,0.0,0.0,0.0,4.35,0.62,0.0
20180124:2130,0.0,0.0,0.0,0.0,0.0,4.13,0.62,0.0
20180124:2230,0.0,0.0,0.0,0.0,0.0,3.92,0.62,0.0
20180124:2330,0.0,0.0,0.0,0.0,0.0,3.89,0.62,0.0
20180125:0030,0.0,0.0,0.0,0.0,0.0,3.71,0.55,0.0
20180125:0130,0.0,0.0,0.0,0.0,0.0,3.6,0.69,0.0
20180125:0230,0.0,0.0,0.0,0.0,0.0,3.5,0.83,0.0
20180125:0330,0.0,0.0,0.0,0.0,0.0,3.16,0.9,0.0
20180125:0430,0.0,0.0,0.0,0.0,0.0,3.04,0.9,0.0
20180125:0530,0.0,0.0,0.0,0.0,0.0,3.19,0.76,0.0
20180125:0630,0.0,0.0,0.0,0.0,0.0,3.21,0.69,0.0
20180125:0730,5057.44,65.17,19.9,0.7,4.27,2.63,0.83,0.0
20180125:0830,13105.21,133.57,54.31,2.33,12.59,3.06,0.62,0.0
20180125:0930,17322.66,166.57,75.78,3.52,19.33,3.67,0.28,0.0
20180125:1030,9897.59,61.16,85.57,3.06,23.94,5.21,0.21,0.0
20180125:1130,9273.22,24.92,114.39,3.59,25.93,5.56,0.21,0.0
20180125:1230,6192.97,0.0,98.95,2.93,25.04,6.14,0.28,0.0
20180125:1330,1584.25,0.0,34.33,1.02,21.39,6.35,0.41,0.0
20180125:1430,1541.79,0.0,33.63,1.0,15.4,6.03,0.48,0.0
20180125:1530,248.92,0.0,11.53,0.34,7.63,5.95,0.55,0.0
20180125:1630,0.0,0.0,0.0,0.0,-1.42,5.51,0.48,0.0
20180125:1730,0.0,0.0,0.0,0.0,0.0,5.22,0.48,0.0
20180125:1830,0.0,0.0,0.0,0.0,0.0,5.28,0.41,0.0
20180125:1930,0.0,0.0,0.0,0.0,0.0,4.54,0.55,0.0
20180125:2030,0.0,0.0,0.0,0.0,0.0,4.76,0.41,0.0
20180125:2130,0.0,0.0,0.0,0.0,0.0,4.75,0.41,0.0
20180125:2230,0.0,0.0,0.0,0.0,0.0,4.76,0.34,0.0
20180125:2330,0.0,0.0,0.0,0.0,0.0,4.67,0.41,0.0
20180126:0030,0.0,0.0,0.0,0.0,0.0,4.38,0.48,0.0
20180126:0130,0.0,0.0,0.0,0.0,0.0,4.22,0.55,0.0
20180126:0230,0.0,0.0,0.0,0.0,0.0,4.31,0.48,0.0
20180126:0330,0.0,0.0,0.0,0.0,0.0,4.36,0.41,0.0
20180126:0430,0.0,0.0,0.0,0.0,0.0,4.34,0.41,0.0
20180126:0530,0.0,0.0,0.0,0.0,0.0,4.28,0.48,0.0
20180126:0630,0.0,0.0,0.0,0.0,0.0,4.29,0.55,0.0
20180126:0730,0.0,0.0,3.0,0.09,4.43,3.68,0.48,0.0
20180126:0830,754.24,0.0,20.8,0.62,12.77,3.9,0.41,0.0
20180126:0930,860.8,0.0,22.63,0.67,19.54,4.37,0.41,0.0
20180126:1030,2968.7,3.82,50.43,1.53,24.17,4.76,0.41,0.0
20180126:1130,1837.33,0.0,38.03,1.13,26.18,5.37,0.34,0.0
20180126:1230,2701.46,0.0,50.69,1.5,25.29,5.51,0.14,0.0
20180126:1330,1837.33,0.0,38.07,1.13,21.64,5.71,0.41,0.0
20180126:1430,631.87,0.0,18.8,0.56,15.65,5.73,0.62,0.0
20180126:1530,44.96,0.0,6.74,0.2,7.86,5.57,0.41,0.0
20180126:1630,0.0,0.0,0.0,0.0,-1.2,5.26,0.41,0.0
20180126:1730,0.0,0.0,0.0,0.0,0.0,5.02,0.55,0.0
20180126:1830,0.0,0.0,0.0,0.0,0.0,4.63,0.62,0.0
20180126:1930,0.0,0.0,0.0,0.0,0.0,4.67,0.21,0.0
20180126:2030,0.0,0.0,0.0,0.0,0.0,4.47,0.55,0.0
20180126:2130,0.0,0.0,0.0,0.0,0.0,4.3,0.55,0.0
20180126:2230,0.0,0.0,0.0,0.0,0.0,4.3,0.48,0.0
20180126:2330,0.0,0.0,0.0,0.0,0.0,3.79,0.62,0.0
20180127:0030,0.0,0.0,0.0,0.0,0.0,3.6,0.76,0.0
20180127:0130,0.0,0.0,0.0,0.0,0.0,3.38,0.9,0.0
20180127:0230,0.0,0.0,0.0,0.0,0.0,2.98,1.17,0.0
20180127:0330,0.0,0.0,0.0,0.0,0.0,3.0,1.24,0.0
20180127:0430,0.0,0.0,0.0,0.0,0.0,3.04,1.24,0.0
20180127:0530,0.0,0.0,0.0,0.0,0.0,2.89,1.24,0.0
20180127:0630,0.0,0.0,0.0,0.0,0.0,3.12,1.24,0.0
20180127:0730,713.45,11.18,9.32,0.31,4.59,3.36,1.03,0.0
20180127:0830,941.56,0.0,23.89,0.71,12.96,3.69,1.03,0.0
20180127:0930,6098.06,36.38,60.03,2.07,19.75,4.6,0.9,0.0
20180127:1030,6202.96,12.46,86.29,2.66,24.41,6.08,0.69,0.0
20180127:1130,11923.06,37.43,137.34,4.35,26.43,6.81,0.76,0.0
20180127:1230,26935.54,197.54,179.86,6.7,25.55,7.87,0.9,0.0
20180127:1330,43091.86,499.94,113.63,7.89,21.9,8.87,0.9,0.0
20180127:1430,31983.82,353.02,101.19,5.49,15.9,9.49,0.9,0.0
20180127:1530,15934.88,180.25,57.25,2.33,8.1,9.38,0.76,0.0
20180127:1630,0.0,0.0,0.0,0.0,-0.98,8.68,0.69,0.0
20180127:1730,0.0,0.0,0.0,0.0,0.0,8.18,0.34,0.0
20180127:1830,0.0,0.0,0.0,0.0,0.0,7.15,1.03,0.0
20180127:1930,0.0,0.0,0.0,0.0,0.0,7.1,1.03,0.0
20180127:2030,0.0,0.0,0.0,0.0,0.0,6.0,0.9,0.0
20180127:2130,0.0,0.0,0.0,0.0,0.0,4.71,0.55,0.0
20180127:2230,0.0,0.0,0.0,0.0,0.0,3.7,0.62,0.0
20180127:2330,0.0,0.0,0.0,0.0,0.0,3.23,0.76,0.0
20180128:0030,0.0,0.0,0.0,0.0,0.0,2.98,0.76,0.0
20180128:0130,0.0,0.0,0.0,0.0,0.0,2.7,0.69,0.0
20180128:0230,0.0,0.0,0.0,0.0,0.0,2.07,0.76,0.0
20180128:0330,0.0,0.0,0.0,0.0,0.0,0.99,0.9,0.0
20180128:0430,0.0,0.0,0.0,0.0,0.0,0.21,1.03,0.0
20180128:0530,0.0,0.0,0.0,0.0,0.0,-0.09,0.97,0.0
20180128:0630,0.0,0.0,0.0,0.0,0.0,0.15,0.83,0.0
20180128:0730,12051.27,142.04,36.85,1.28,4.76,1.09,0.69,0.0
20180128:0830,31684.95,337.4,96.99,4.57,13.15,1.35,0.76,0.0
20180128:0930,44375.58,498.29,125.4,7.53,19.96,4.31,0.48,0.0
20180128:1030,51470.98,610.31,142.52,9.68,24.65,7.87,0.14,0.0
20180128:1130,55854.92,678.14,154.63,10.98,26.69,9.78,0.28,0.0
20180128:1230,55788.32,696.04,136.2,10.85,25.82,11.21,0.55,0.0
20180128:1330,49120.83,600.21,123.68,9.18,22.16,12.08,0.62,0.0
20180128:1430,36475.99,425.15,103.3,6.24,16.15,12.37,0.76,0.0
20180128:1530,18525.62,210.97,65.84,2.7,8.34,11.97,0.76,0.0
20180128:1630,0.0,0.0,0.0,0.0,-0.75,10.51,1.03,0.0
20180128:1730,0.0,0.0,0.0,0.0,0.0,9.14,0.83,0.0
20180128:1830,0.0,0.0,0.0,0.0,0.0,8.27,0.83,0.0
20180128:1930,0.0,0.0,0.0,0.0,0.0,6.55,0.69,0.0
20180128:2030,0.0,0.0,0.0,0.0,0.0,4.83,0.9,0.0
20180128:2130,0.0,0.0,0.0,0.0,0.0,4.22,0.83,0.0
20180128:2230,0.0,0.0,0.0,0.0,0.0,4.1,0.76,0.0
20180128:2330,0.0,0.0,0.0,0.0,0.0,3.23,0.76,0.0
20180129:0030,0.0,0.0,0.0,0.0,0.0,2.36,0.76,0.0
20180129:0130,0.0,0.0,0.0,0.0,0.0,2.09,0.62,0.0
20180129:0230,0.0,0.0,0.0,0.0,0.0,1.84,0.62,0.0
20180129:0330,0.0,0.0,0.0,0.0,0.0,1.56,0.76,0.0
20180129:0430,0.0,0.0,0.0,0.0,0.0,1.31,0.83,0.0
20180129:0530,0.0,0.0,0.0,0.0,0.0,1.24,0.9,0.0
20180129:0630,0.0,0.0,0.0,0.0,-4.56,1.04,0.9,0.0
20180129:0730,9505.48,115.21,30.56,1.11,4.94,2.56,0.34,0.0
20180129:0830,26669.14,278.76,90.81,4.11,13.35,3.4,0.55,0.0
20180129:0930,38672.96,416.21,124.07,6.81,20.19,5.19,0.55,0.0
20180129:1030,46088.03,506.14,157.35,8.94,24.89,8.36,0.41,0.0
20180129:1130,53322.46,627.64,157.6,10.55,26.95,9.77,0.48,0.0
20180129:1230,54940.0,678.37,135.35,10.72,26.09,10.96,0.69,0.0
20180129:1330,45022.43,525.88,128.9,8.55,22.43,11.76,0.76,0.0
20180129:1430,34297.34,391.26,102.47,5.99,16.4,11.99,0.9,0.0
20180129:1530,17372.61,197.28,62.55,2.62,8.58,11.69,0.83,0.0
20180129:1630,0.0,0.0,0.0,0.0,-0.52,10.59,1.24,0.0
20180129:1730,0.0,0.0,0.0,0.0,0.0,8.05,1.52,0.0
20180129:1830,0.0,0.0,0.0,0.0,0.0,6.24,1.45,0.0
20180129:1930,0.0,0.0,0.0,0.0,0.0,8.09,0.9,0.0
20180129:2030,0.0,0.0,0.0,0.0,0.0,7.75,0.76,0.0
20180129:2130,0.0,0.0,0.0,0.0,0.0,6.81,0.9,0.0
20180129:2230,0.0,0.0,0.0,0.0,0.0,5.24,1.03,0.0
20180129:2330,0.0,0.0,0.0,0.0,0.0,4.58,0.9,0.0
20180130:0030,0.0,0.0,0.0,0.0,0.0,3.76,0.83,0.0
20180130:0130,0.0,0.0,0.0,0.0,0.0,3.33,0.62,0.0
20180130:0230,0.0,0.0,0.0,0.0,0.0,2.91,0.62,0.0
20180130:0330,0.0,0.0,0.0,0.0,0.0,2.55,0.76,0.0
